Days_Count,population,Area,Density,count
20,1,5.0,0.2,189
1,5,5.0,1.0,3
2,5,5.0,1.0,20
3,5,5.0,1.0,40
4,4,5.0,0.8,55
5,4,5.0,0.8,83
6,4,5.0,0.8,113
7,3,5.0,0.6,144
8,3,5.0,0.6,158
9,3,5.0,0.6,166
10,2,5.0,0.4,170
11,1,5.0,0.2,174
12,1,5.0,0.2,176
13,1,5.0,0.2,179
14,1,5.0,0.2,185
15,1,5.0,0.2,191
16,1,5.0,0.2,197
17,1,5.0,0.2,199
18,1,5.0,0.2,202
19,1,5.0,0.2,205
20,1,5.0,0.2,205
1,5,5.0,1.0,5
2,5,5.0,1.0,10
3,5,5.0,1.0,16
4,5,5.0,1.0,25
5,4,5.0,0.8,39
6,4,5.0,0.8,52
7,4,5.0,0.8,71
8,4,5.0,0.8,88
9,4,5.0,0.8,98
10,2,5.0,0.4,108
11,2,5.0,0.4,119
12,2,5.0,0.4,125
13,2,5.0,0.4,130
14,2,5.0,0.4,137
15,2,5.0,0.4,145
16,1,5.0,0.2,146
1,5,5.0,1.0,4
2,4,5.0,0.8,18
3,4,5.0,0.8,36
4,4,5.0,0.8,58
5,3,5.0,0.6,81
6,3,5.0,0.6,103
7,3,5.0,0.6,113
8,3,5.0,0.6,125
9,3,5.0,0.6,137
10,3,5.0,0.6,153
11,3,5.0,0.6,164
12,3,5.0,0.6,174
13,3,5.0,0.6,179
14,3,5.0,0.6,182
15,3,5.0,0.6,186
16,2,5.0,0.4,191
17,1,5.0,0.2,192
18,1,5.0,0.2,194
19,1,5.0,0.2,194
1,10,10.0,1.0,11
2,10,10.0,1.0,55
3,9,10.0,0.9,104
4,9,10.0,0.9,116
5,8,10.0,0.8,144
6,8,10.0,0.8,172
7,8,10.0,0.8,197
8,8,10.0,0.8,212
9,7,10.0,0.7,230
10,6,10.0,0.6,232
11,6,10.0,0.6,241
12,4,10.0,0.4,258
13,4,10.0,0.4,270
14,4,10.0,0.4,281
15,3,10.0,0.3,295
16,2,10.0,0.2,303
17,2,10.0,0.2,318
18,2,10.0,0.2,319
19,2,10.0,0.2,319
1,10,10.0,1.0,20
2,10,10.0,1.0,73
3,10,10.0,1.0,142
4,10,10.0,1.0,220
5,8,10.0,0.8,270
6,8,10.0,0.8,310
7,8,10.0,0.8,341
8,8,10.0,0.8,360
9,7,10.0,0.7,373
10,7,10.0,0.7,384
11,5,10.0,0.5,407
12,4,10.0,0.4,418
13,4,10.0,0.4,427
14,4,10.0,0.4,438
15,4,10.0,0.4,458
16,3,10.0,0.3,469
17,3,10.0,0.3,480
18,2,10.0,0.2,483
19,2,10.0,0.2,489
20,2,10.0,0.2,489
1,10,10.0,1.0,21
2,10,10.0,1.0,80
3,9,10.0,0.9,149
4,9,10.0,0.9,206
5,8,10.0,0.8,231
6,8,10.0,0.8,258
7,8,10.0,0.8,281
8,7,10.0,0.7,283
9,6,10.0,0.6,297
10,6,10.0,0.6,304
11,6,10.0,0.6,313
12,5,10.0,0.5,340
13,4,10.0,0.4,348
14,4,10.0,0.4,362
15,4,10.0,0.4,381
16,4,10.0,0.4,391
17,4,10.0,0.4,399
18,4,10.0,0.4,402
19,2,10.0,0.2,403
20,1,10.0,0.1,403
1,10,10.0,1.0,11
2,10,10.0,1.0,41
3,9,10.0,0.9,74
4,9,10.0,0.9,93
5,9,10.0,0.9,105
6,7,10.0,0.7,121
7,7,10.0,0.7,143
8,7,10.0,0.7,170
9,7,10.0,0.7,194
10,7,10.0,0.7,210
11,7,10.0,0.7,226
12,6,10.0,0.6,254
13,5,10.0,0.5,265
14,5,10.0,0.5,275
15,5,10.0,0.5,280
16,5,10.0,0.5,285
17,4,10.0,0.4,289
18,4,10.0,0.4,291
19,1,10.0,0.1,295
20,0,10.0,0.0,295
1,10,10.0,1.0,14
2,9,10.0,0.9,49
3,8,10.0,0.8,101
4,8,10.0,0.8,144
5,8,10.0,0.8,190
6,8,10.0,0.8,221
7,8,10.0,0.8,251
8,7,10.0,0.7,282
9,7,10.0,0.7,312
10,7,10.0,0.7,335
11,6,10.0,0.6,359
12,5,10.0,0.5,380
13,5,10.0,0.5,394
14,5,10.0,0.5,407
15,4,10.0,0.4,418
16,4,10.0,0.4,421
17,3,10.0,0.3,426
18,3,10.0,0.3,428
19,3,10.0,0.3,432
20,1,10.0,0.1,433
1,10,10.0,1.0,12
2,9,10.0,0.9,50
3,8,10.0,0.8,79
4,7,10.0,0.7,97
5,7,10.0,0.7,113
6,7,10.0,0.7,128
7,6,10.0,0.6,137
8,6,10.0,0.6,141
9,5,10.0,0.5,146
10,2,10.0,0.2,148
11,2,10.0,0.2,150
12,2,10.0,0.2,151
13,2,10.0,0.2,151
14,2,10.0,0.2,151
15,2,10.0,0.2,151
16,2,10.0,0.2,151
1,10,10.0,1.0,8
2,8,10.0,0.8,33
3,8,10.0,0.8,79
4,7,10.0,0.7,128
5,6,10.0,0.6,173
6,6,10.0,0.6,212
7,6,10.0,0.6,237
8,6,10.0,0.6,273
9,6,10.0,0.6,298
10,5,10.0,0.5,329
11,5,10.0,0.5,349
12,5,10.0,0.5,359
13,5,10.0,0.5,374
14,5,10.0,0.5,389
15,4,10.0,0.4,394
16,2,10.0,0.2,403
17,2,10.0,0.2,410
18,1,10.0,0.1,414
19,1,10.0,0.1,415
1,10,10.0,1.0,10
2,10,10.0,1.0,54
3,9,10.0,0.9,105
4,9,10.0,0.9,160
5,9,10.0,0.9,212
6,9,10.0,0.9,244
7,8,10.0,0.8,283
8,7,10.0,0.7,331
9,7,10.0,0.7,366
10,6,10.0,0.6,405
11,6,10.0,0.6,431
12,6,10.0,0.6,445
13,6,10.0,0.6,463
14,4,10.0,0.4,467
15,4,10.0,0.4,475
16,3,10.0,0.3,486
17,3,10.0,0.3,493
18,3,10.0,0.3,508
19,2,10.0,0.2,515
1,10,10.0,1.0,10
2,10,10.0,1.0,49
3,10,10.0,1.0,90
4,10,10.0,1.0,133
5,10,10.0,1.0,157
6,9,10.0,0.9,175
7,9,10.0,0.9,186
8,9,10.0,0.9,208
9,9,10.0,0.9,222
10,9,10.0,0.9,235
11,9,10.0,0.9,248
12,9,10.0,0.9,255
13,6,10.0,0.6,267
14,6,10.0,0.6,276
15,6,10.0,0.6,283
16,6,10.0,0.6,301
17,5,10.0,0.5,312
18,4,10.0,0.4,317
19,2,10.0,0.2,323
1,10,10.0,1.0,6
2,10,10.0,1.0,33
3,10,10.0,1.0,56
4,10,10.0,1.0,77
5,10,10.0,1.0,115
6,10,10.0,1.0,152
7,9,10.0,0.9,180
8,9,10.0,0.9,213
9,7,10.0,0.7,232
10,7,10.0,0.7,249
11,7,10.0,0.7,272
12,6,10.0,0.6,276
13,4,10.0,0.4,298
14,3,10.0,0.3,306
15,3,10.0,0.3,311
16,3,10.0,0.3,322
17,3,10.0,0.3,329
18,3,10.0,0.3,347
19,2,10.0,0.2,347
1,10,10.0,1.0,10
2,10,10.0,1.0,52
3,10,10.0,1.0,83
4,10,10.0,1.0,141
5,10,10.0,1.0,189
6,9,10.0,0.9,233
7,8,10.0,0.8,278
8,7,10.0,0.7,310
9,7,10.0,0.7,349
10,7,10.0,0.7,374
11,6,10.0,0.6,387
12,6,10.0,0.6,397
13,6,10.0,0.6,402
14,6,10.0,0.6,407
15,5,10.0,0.5,417
16,4,10.0,0.4,422
17,2,10.0,0.2,430
18,2,10.0,0.2,435
19,2,10.0,0.2,443
1,10,10.0,1.0,15
2,10,10.0,1.0,47
3,8,10.0,0.8,79
4,10,10.0,1.0,113
5,10,10.0,1.0,133
6,7,10.0,0.7,142
7,6,10.0,0.6,164
8,6,10.0,0.6,178
9,5,10.0,0.5,189
10,4,10.0,0.4,199
11,4,10.0,0.4,206
12,4,10.0,0.4,216
13,4,10.0,0.4,227
14,4,10.0,0.4,238
15,3,10.0,0.3,248
16,3,10.0,0.3,254
17,3,10.0,0.3,260
18,2,10.0,0.2,261
1,10,10.0,1.0,10
2,10,10.0,1.0,38
3,10,10.0,1.0,51
4,10,10.0,1.0,76
5,10,10.0,1.0,104
6,9,10.0,0.9,125
7,9,10.0,0.9,144
8,8,10.0,0.8,165
9,7,10.0,0.7,185
10,7,10.0,0.7,196
11,7,10.0,0.7,202
12,7,10.0,0.7,209
13,6,10.0,0.6,210
14,6,10.0,0.6,210
15,4,10.0,0.4,215
16,4,10.0,0.4,219
17,4,10.0,0.4,223
18,3,10.0,0.3,223
19,2,10.0,0.2,223
20,1,10.0,0.1,223
1,10,10.0,1.0,14
2,9,10.0,0.9,52
3,9,10.0,0.9,90
4,8,10.0,0.8,119
5,8,10.0,0.8,145
6,8,10.0,0.8,165
7,8,10.0,0.8,191
8,8,10.0,0.8,210
9,8,10.0,0.8,234
10,6,10.0,0.6,258
11,5,10.0,0.5,269
12,4,10.0,0.4,276
13,3,10.0,0.3,281
14,2,10.0,0.2,289
15,2,10.0,0.2,300
16,1,10.0,0.1,303
17,1,10.0,0.1,306
1,10,10.0,1.0,11
2,8,10.0,0.8,37
3,8,10.0,0.8,76
4,7,10.0,0.7,111
5,6,10.0,0.6,147
6,6,10.0,0.6,188
7,6,10.0,0.6,221
8,6,10.0,0.6,268
9,6,10.0,0.6,300
10,6,10.0,0.6,317
11,6,10.0,0.6,331
12,6,10.0,0.6,338
13,5,10.0,0.5,346
14,4,10.0,0.4,366
15,4,10.0,0.4,369
16,3,10.0,0.3,374
17,2,10.0,0.2,378
18,1,10.0,0.1,381
19,1,10.0,0.1,383
1,10,10.0,1.0,16
2,9,10.0,0.9,38
3,9,10.0,0.9,75
4,9,10.0,0.9,113
5,8,10.0,0.8,150
6,7,10.0,0.7,202
7,7,10.0,0.7,233
8,6,10.0,0.6,286
9,5,10.0,0.5,323
10,5,10.0,0.5,348
11,5,10.0,0.5,382
12,5,10.0,0.5,394
13,4,10.0,0.4,404
14,3,10.0,0.3,421
15,3,10.0,0.3,432
16,2,10.0,0.2,443
17,2,10.0,0.2,447
1,10,10.0,1.0,9
2,10,10.0,1.0,35
3,10,10.0,1.0,74
4,10,10.0,1.0,101
5,10,10.0,1.0,130
6,10,10.0,1.0,174
7,9,10.0,0.9,207
8,8,10.0,0.8,252
9,8,10.0,0.8,286
10,8,10.0,0.8,297
11,8,10.0,0.8,308
12,7,10.0,0.7,313
13,7,10.0,0.7,314
14,6,10.0,0.6,322
15,6,10.0,0.6,327
16,5,10.0,0.5,335
17,2,10.0,0.2,338
1,10,10.0,1.0,13
2,9,10.0,0.9,22
3,8,10.0,0.8,31
4,7,10.0,0.7,41
5,7,10.0,0.7,59
6,7,10.0,0.7,88
7,5,10.0,0.5,111
8,3,10.0,0.3,134
9,3,10.0,0.3,148
10,3,10.0,0.3,154
11,3,10.0,0.3,157
12,2,10.0,0.2,162
13,2,10.0,0.2,168
14,1,10.0,0.1,177
15,1,10.0,0.1,180
16,1,10.0,0.1,182
17,1,10.0,0.1,182
1,9,10.0,0.9,13
2,10,10.0,1.0,57
3,10,10.0,1.0,104
4,10,10.0,1.0,152
5,10,10.0,1.0,195
6,10,10.0,1.0,238
7,10,10.0,1.0,302
8,8,10.0,0.8,342
9,8,10.0,0.8,359
10,8,10.0,0.8,390
11,7,10.0,0.7,417
12,7,10.0,0.7,428
13,6,10.0,0.6,441
14,6,10.0,0.6,446
15,5,10.0,0.5,450
16,4,10.0,0.4,454
17,2,10.0,0.2,456
1,10,10.0,1.0,18
2,9,10.0,0.9,58
3,9,10.0,0.9,114
4,9,10.0,0.9,173
5,8,10.0,0.8,236
6,7,10.0,0.7,281
7,7,10.0,0.7,336
8,7,10.0,0.7,365
9,7,10.0,0.7,379
10,6,10.0,0.6,407
11,6,10.0,0.6,440
12,6,10.0,0.6,460
13,6,10.0,0.6,478
14,6,10.0,0.6,488
15,4,10.0,0.4,505
16,4,10.0,0.4,512
17,2,10.0,0.2,516
18,1,10.0,0.1,517
1,1,10.0,0.1,1
2,1,10.0,0.1,5
3,1,10.0,0.1,11
4,1,10.0,0.1,12
5,1,10.0,0.1,15
6,1,10.0,0.1,20
7,1,10.0,0.1,22
8,1,10.0,0.1,27
9,1,10.0,0.1,30
10,1,10.0,0.1,35
11,1,10.0,0.1,39
12,1,10.0,0.1,46
13,1,10.0,0.1,52
14,1,10.0,0.1,52
15,1,10.0,0.1,54
16,1,10.0,0.1,58
17,1,10.0,0.1,61
18,1,10.0,0.1,62
1,1,10.0,0.1,0
2,1,10.0,0.1,2
3,1,10.0,0.1,4
4,1,10.0,0.1,7
5,1,10.0,0.1,8
6,1,10.0,0.1,12
7,1,10.0,0.1,16
8,1,10.0,0.1,19
9,1,10.0,0.1,25
10,1,10.0,0.1,26
11,1,10.0,0.1,28
12,1,10.0,0.1,35
13,1,10.0,0.1,38
14,1,10.0,0.1,43
15,1,10.0,0.1,47
16,1,10.0,0.1,55
17,1,10.0,0.1,61
18,1,10.0,0.1,63
1,1,10.0,0.1,1
2,1,10.0,0.1,6
3,1,10.0,0.1,10
4,1,10.0,0.1,12
5,1,10.0,0.1,16
6,1,10.0,0.1,17
7,1,10.0,0.1,19
8,1,10.0,0.1,22
9,1,10.0,0.1,23
10,1,10.0,0.1,24
11,1,10.0,0.1,26
12,1,10.0,0.1,27
13,1,10.0,0.1,28
1,1,10.0,0.1,0
2,1,10.0,0.1,2
3,1,10.0,0.1,8
4,1,10.0,0.1,11
5,1,10.0,0.1,20
6,1,10.0,0.1,28
7,1,10.0,0.1,34
8,1,10.0,0.1,39
9,1,10.0,0.1,40
10,1,10.0,0.1,41
11,1,10.0,0.1,41
12,1,10.0,0.1,42
13,1,10.0,0.1,45
14,1,10.0,0.1,48
15,1,10.0,0.1,55
16,1,10.0,0.1,60
17,1,10.0,0.1,64
18,1,10.0,0.1,65
1,1,10.0,0.1,1
2,1,10.0,0.1,6
3,1,10.0,0.1,12
4,1,10.0,0.1,14
5,1,10.0,0.1,18
6,1,10.0,0.1,23
7,1,10.0,0.1,24
8,1,10.0,0.1,28
9,1,10.0,0.1,30
10,1,10.0,0.1,35
11,1,10.0,0.1,40
12,1,10.0,0.1,44
13,1,10.0,0.1,48
14,1,10.0,0.1,49
15,1,10.0,0.1,49
16,1,10.0,0.1,52
17,1,10.0,0.1,55
18,1,10.0,0.1,56
19,1,10.0,0.1,56
1,1,10.0,0.1,0
2,1,10.0,0.1,2
3,1,10.0,0.1,6
4,1,10.0,0.1,11
5,1,10.0,0.1,15
6,1,10.0,0.1,23
7,1,10.0,0.1,30
8,1,10.0,0.1,37
9,1,10.0,0.1,45
10,1,10.0,0.1,53
11,1,10.0,0.1,60
12,1,10.0,0.1,68
13,1,10.0,0.1,75
14,1,10.0,0.1,77
1,1,1.5,0.6666666666666666,0
2,1,1.5,0.6666666666666666,1
3,1,1.5,0.6666666666666666,5
4,1,1.5,0.6666666666666666,12
5,1,1.5,0.6666666666666666,13
6,1,1.5,0.6666666666666666,14
7,1,1.5,0.6666666666666666,17
8,1,1.5,0.6666666666666666,19
9,1,1.5,0.6666666666666666,20
10,1,1.5,0.6666666666666666,23
11,1,1.5,0.6666666666666666,27
12,1,1.5,0.6666666666666666,28
13,1,1.5,0.6666666666666666,30
14,1,1.5,0.6666666666666666,33
15,1,1.5,0.6666666666666666,35
16,1,1.5,0.6666666666666666,38
17,1,1.5,0.6666666666666666,42
18,1,1.5,0.6666666666666666,48
19,1,1.5,0.6666666666666666,48
1,1,1.5,0.6666666666666666,0
2,1,1.5,0.6666666666666666,3
3,1,1.5,0.6666666666666666,8
4,1,1.5,0.6666666666666666,13
5,1,1.5,0.6666666666666666,15
6,1,1.5,0.6666666666666666,22
7,1,1.5,0.6666666666666666,27
8,1,1.5,0.6666666666666666,33
9,1,1.5,0.6666666666666666,37
10,1,1.5,0.6666666666666666,40
11,1,1.5,0.6666666666666666,40
1,1,1.5,0.6666666666666666,2
2,1,1.5,0.6666666666666666,7
3,1,1.5,0.6666666666666666,14
4,1,1.5,0.6666666666666666,16
5,1,1.5,0.6666666666666666,20
6,1,1.5,0.6666666666666666,20
7,1,1.5,0.6666666666666666,24
8,1,1.5,0.6666666666666666,25
9,1,1.5,0.6666666666666666,27
10,1,1.5,0.6666666666666666,27
11,1,1.5,0.6666666666666666,28
12,1,1.5,0.6666666666666666,30
13,1,1.5,0.6666666666666666,31
1,1,1.5,0.6666666666666666,1
2,1,1.5,0.6666666666666666,4
3,1,1.5,0.6666666666666666,9
4,1,1.5,0.6666666666666666,10
5,1,1.5,0.6666666666666666,13
6,1,1.5,0.6666666666666666,17
7,1,1.5,0.6666666666666666,18
8,1,1.5,0.6666666666666666,22
9,1,1.5,0.6666666666666666,25
10,1,1.5,0.6666666666666666,28
11,1,1.5,0.6666666666666666,32
12,1,1.5,0.6666666666666666,38
13,1,1.5,0.6666666666666666,44
14,1,1.5,0.6666666666666666,44
15,1,1.5,0.6666666666666666,45
16,1,1.5,0.6666666666666666,47
17,1,1.5,0.6666666666666666,50
18,1,1.5,0.6666666666666666,51
1,1,1.5,0.6666666666666666,0
2,1,1.5,0.6666666666666666,2
3,1,1.5,0.6666666666666666,5
4,1,1.5,0.6666666666666666,9
5,1,1.5,0.6666666666666666,10
6,1,1.5,0.6666666666666666,15
7,1,1.5,0.6666666666666666,18
8,1,1.5,0.6666666666666666,21
9,1,1.5,0.6666666666666666,26
10,1,1.5,0.6666666666666666,27
11,1,1.5,0.6666666666666666,30
12,1,1.5,0.6666666666666666,36
13,1,1.5,0.6666666666666666,39
14,1,1.5,0.6666666666666666,44
15,1,1.5,0.6666666666666666,48
16,1,1.5,0.6666666666666666,56
17,1,1.5,0.6666666666666666,60
1,1,1.5,0.6666666666666666,0
2,1,1.5,0.6666666666666666,0
3,1,1.5,0.6666666666666666,0
4,1,1.5,0.6666666666666666,0
5,1,1.5,0.6666666666666666,6
6,1,1.5,0.6666666666666666,13
7,1,1.5,0.6666666666666666,20
8,1,1.5,0.6666666666666666,27
9,1,1.5,0.6666666666666666,35
10,1,1.5,0.6666666666666666,43
11,1,1.5,0.6666666666666666,50
12,1,1.5,0.6666666666666666,58
13,1,1.5,0.6666666666666666,65
14,1,1.5,0.6666666666666666,66
1,1,1.5,0.6666666666666666,1
2,1,1.5,0.6666666666666666,2
3,1,1.5,0.6666666666666666,9
4,1,1.5,0.6666666666666666,11
5,1,1.5,0.6666666666666666,19
6,1,1.5,0.6666666666666666,28
7,1,1.5,0.6666666666666666,35
8,1,1.5,0.6666666666666666,40
9,1,1.5,0.6666666666666666,41
10,1,1.5,0.6666666666666666,43
11,1,1.5,0.6666666666666666,44
12,1,1.5,0.6666666666666666,44
13,1,1.5,0.6666666666666666,47
14,1,1.5,0.6666666666666666,50
15,1,1.5,0.6666666666666666,57
16,1,1.5,0.6666666666666666,63
17,1,1.5,0.6666666666666666,69
18,1,1.5,0.6666666666666666,71
1,1,1.5,0.6666666666666666,0
2,1,1.5,0.6666666666666666,1
3,1,1.5,0.6666666666666666,2
4,1,1.5,0.6666666666666666,6
5,1,1.5,0.6666666666666666,12
6,1,1.5,0.6666666666666666,13
7,1,1.5,0.6666666666666666,15
8,1,1.5,0.6666666666666666,15
9,1,1.5,0.6666666666666666,17
10,1,1.5,0.6666666666666666,19
11,1,1.5,0.6666666666666666,22
12,1,1.5,0.6666666666666666,28
13,1,1.5,0.6666666666666666,31
14,1,1.5,0.6666666666666666,34
15,1,1.5,0.6666666666666666,35
16,1,1.5,0.6666666666666666,39
17,1,1.5,0.6666666666666666,43
18,1,1.5,0.6666666666666666,48
19,1,1.5,0.6666666666666666,48
1,1,1.5,0.6666666666666666,1
2,1,1.5,0.6666666666666666,2
3,1,1.5,0.6666666666666666,7
4,1,1.5,0.6666666666666666,12
5,1,1.5,0.6666666666666666,13
6,1,1.5,0.6666666666666666,13
7,1,1.5,0.6666666666666666,13
8,1,1.5,0.6666666666666666,15
9,1,1.5,0.6666666666666666,15
10,1,1.5,0.6666666666666666,18
11,1,1.5,0.6666666666666666,19
12,1,1.5,0.6666666666666666,23
13,1,1.5,0.6666666666666666,29
14,1,1.5,0.6666666666666666,34
15,1,1.5,0.6666666666666666,37
16,1,1.5,0.6666666666666666,42
17,1,1.5,0.6666666666666666,45
18,1,1.5,0.6666666666666666,47
1,1,1.5,0.6666666666666666,1
2,1,1.5,0.6666666666666666,4
3,1,1.5,0.6666666666666666,12
4,1,1.5,0.6666666666666666,19
5,1,1.5,0.6666666666666666,21
6,1,1.5,0.6666666666666666,25
7,1,1.5,0.6666666666666666,29
8,1,1.5,0.6666666666666666,36
9,1,1.5,0.6666666666666666,40
10,1,1.5,0.6666666666666666,42
11,1,1.5,0.6666666666666666,42
1,1,1.5,0.6666666666666666,2
2,1,1.5,0.6666666666666666,8
3,1,1.5,0.6666666666666666,12
4,1,1.5,0.6666666666666666,13
5,1,1.5,0.6666666666666666,17
6,1,1.5,0.6666666666666666,17
7,1,1.5,0.6666666666666666,19
8,1,1.5,0.6666666666666666,20
9,1,1.5,0.6666666666666666,21
10,1,1.5,0.6666666666666666,21
11,1,1.5,0.6666666666666666,23
12,1,1.5,0.6666666666666666,24
13,1,1.5,0.6666666666666666,25
1,1,1.5,0.6666666666666666,0
2,1,1.5,0.6666666666666666,2
3,1,1.5,0.6666666666666666,4
4,1,1.5,0.6666666666666666,9
5,1,1.5,0.6666666666666666,10
6,1,1.5,0.6666666666666666,11
7,1,1.5,0.6666666666666666,15
8,1,1.5,0.6666666666666666,20
9,1,1.5,0.6666666666666666,26
10,1,1.5,0.6666666666666666,28
11,1,1.5,0.6666666666666666,30
12,1,1.5,0.6666666666666666,31
13,1,1.5,0.6666666666666666,33
14,1,1.5,0.6666666666666666,37
15,1,1.5,0.6666666666666666,40
16,1,1.5,0.6666666666666666,46
17,1,1.5,0.6666666666666666,49
18,1,1.5,0.6666666666666666,53
19,1,1.5,0.6666666666666666,53
1,1,1.5,0.6666666666666666,0
2,1,1.5,0.6666666666666666,4
3,1,1.5,0.6666666666666666,11
4,1,1.5,0.6666666666666666,14
5,1,1.5,0.6666666666666666,23
6,1,1.5,0.6666666666666666,31
7,1,1.5,0.6666666666666666,37
8,1,1.5,0.6666666666666666,43
9,1,1.5,0.6666666666666666,45
10,1,1.5,0.6666666666666666,48
11,1,1.5,0.6666666666666666,50
12,1,1.5,0.6666666666666666,50
13,1,1.5,0.6666666666666666,51
14,1,1.5,0.6666666666666666,54
15,1,1.5,0.6666666666666666,61
16,1,1.5,0.6666666666666666,66
17,1,1.5,0.6666666666666666,72
18,1,1.5,0.6666666666666666,74
1,1,1.5,0.6666666666666666,0
2,1,1.5,0.6666666666666666,1
3,1,1.5,0.6666666666666666,5
4,1,1.5,0.6666666666666666,10
5,1,1.5,0.6666666666666666,14
6,1,1.5,0.6666666666666666,21
7,1,1.5,0.6666666666666666,27
